product,price,link,years,kilometraje,_created,id,location_city,location_state
Byd Song Plus Dm-i 1.5 Hibrida Enchufable,183900000,https://carro.mercadolibre.com.co/MCO-1402361017-byd-song-plus-dm-i-15-hibrida-enchufable-_JM#position=37&search_layout=grid&type=item&tracking_id=8c9a515f-b749-42a2-88f6-89bba958cb78,2024,5800,2024-03-14,1402361017,Suba,Bogotá D.C.
Mazda 3 2.0 Grand Touring,64900000,https://carro.mercadolibre.com.co/MCO-2261428954-mazda-3-20-grand-touring-2016-_JM#position=38&search_layout=grid&type=item&tracking_id=8c9a515f-b749-42a2-88f6-89bba958cb78,2016,59000,2024-03-14,2261428954,Envigado,Antioquia
Chevrolet Tracker 1.8 Lt,72000000,https://carro.mercadolibre.com.co/MCO-1402359669-chevrolet-tracker-_JM#position=39&search_layout=grid&type=item&tracking_id=8c9a515f-b749-42a2-88f6-89bba958cb78,2018,47000,2024-03-14,1402359669,Usaquén,Bogotá D.C.
Kia Picanto 1.2 Vibrant,59500000,https://carro.mercadolibre.com.co/MCO-2261401840-kia-picanto-_JM#position=40&search_layout=grid&type=item&tracking_id=8c9a515f-b749-42a2-88f6-89bba958cb78,2024,3600,2024-03-14,2261401840,Suba,Bogotá D.C.
Nissan X-trail 2.5 Kapital,63000000,https://carro.mercadolibre.com.co/MCO-2261478326-nissan-x-trail-t-31-2015-_JM#position=41&search_layout=grid&type=item&tracking_id=8c9a515f-b749-42a2-88f6-89bba958cb78,2015,81000,2024-03-14,2261478326,Kennedy,Bogotá D.C.
Mercedes-benz C 200 Coupe,140000000,https://carro.mercadolibre.com.co/MCO-2261425730-mercedes-benz-c-200-coupe-2019-_JM#position=42&search_layout=grid&type=item&tracking_id=8c9a515f-b749-42a2-88f6-89bba958cb78,2019,10500,2024-03-14,2261425730,Usaquén,Bogotá D.C.
Bmw X4 2.0 Xdrive20d Xline,184500000,https://carro.mercadolibre.com.co/MCO-2261193834-bmw-x4-20-xdrive-20d-xline-2019-_JM#position=43&search_layout=grid&type=item&tracking_id=8c9a515f-b749-42a2-88f6-89bba958cb78,2019,42333,2024-03-14,2261193834,Medellín,Antioquia
Ford Escape 2.0 Se 4x4,66200000,https://carro.mercadolibre.com.co/MCO-2261437046-ford-escape-4x4-20-_JM#position=44&search_layout=grid&type=item&tracking_id=8c9a515f-b749-42a2-88f6-89bba958cb78,2016,91500,2024-03-14,2261437046,Kennedy,Bogotá D.C.
Suzuki Ertiga 1.4 Mpv,49000000,https://carro.mercadolibre.com.co/MCO-2261436920-suzuki-ertiga-mt-_JM#position=45&search_layout=grid&type=item&tracking_id=8c9a515f-b749-42a2-88f6-89bba958cb78,2016,58000,2024-03-14,2261436920,Ciudad Bolívar,Bogotá D.C.
Bmw X3 2.0 Xdrive30e Tp Hibrida Enchufable.,280000000,https://carro.mercadolibre.com.co/MCO-2261179764-bmw-x3-20-xdrive30e-tp-hibrida-enchufable-_JM#position=46&search_layout=grid&type=item&tracking_id=8c9a515f-b749-42a2-88f6-89bba958cb78,2023,6800,2024-03-14,2261179764,Chapinero,Bogotá D.C.
Mercedes-benz Clase Cla 180 Amg Line 1.3,130000000,https://carro.mercadolibre.com.co/MCO-2261397586-mercedes-benz-clase-cla-180-amg-line-_JM#position=47&search_layout=grid&type=item&tracking_id=8c9a515f-b749-42a2-88f6-89bba958cb78,2020,40000,2024-03-14,2261397586,Suba,Bogotá D.C.
Kia Sportage 2.0 Summa,71500000,https://carro.mercadolibre.com.co/MCO-2261178840-kia-sporage-lx-_JM#position=48&search_layout=grid&type=item&tracking_id=8c9a515f-b749-42a2-88f6-89bba958cb78,2016,65000,2024-03-14,2261178840,Kennedy,Bogotá D.C.
Mazda Cx-30 2.0 Prime At,98000000,https://carro.mercadolibre.com.co/MCO-2315231318-mazda-cx30-prime-tp-20-_JM#position=1&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2022,14000,2024-04-09,2315231318,Suba,Bogotá D.C.
Ford Ranger 3.2 Xlt,163800000,https://carro.mercadolibre.com.co/MCO-2315269670-ford-ranger-xlt-32-_JM#position=2&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2023,13158,2024-04-09,2315269670,Barrios Unidos,Bogotá D.C.
Audi A4 1.8 Tfsi Comfort,63000000,https://carro.mercadolibre.com.co/MCO-2315230624-audi-a4-tfsi-comfort-18-_JM#position=3&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2014,41000,2024-04-09,2315230624,Usaquén,Bogotá D.C.
Toyota Corolla Cross 1.8 Se-g Hybrid,155900000,https://carro.mercadolibre.com.co/MCO-2315166184-toyota-corolla-cross-se-g-hybrid-18-_JM#position=4&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2024,12000,2024-04-09,2315166184,Usaquén,Bogotá D.C.
Jeep Wrangler 3.6 Sport Unlimited,195000000,https://carro.mercadolibre.com.co/MCO-2315204270-jeep-wrangler-unlimited-jk-_JM#position=5&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2018,72500,2024-04-09,2315204270,Usaquén,Bogotá D.C.
Honda Wr-v 1.5 Lx,76000000,https://carro.mercadolibre.com.co/MCO-2315204202-honda-wrv-lxc-15-_JM#position=6&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2019,22180,2024-04-09,2315204202,Usaquén,Bogotá D.C.
Bmw Serie 4 2.0 M420i F36 Gran Coupe M,105000000,https://carro.mercadolibre.com.co/MCO-2315216368-bmw-420i-f36-gran-coupe-m-20-_JM#position=7&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2015,23191,2024-04-09,2315216368,Usaquén,Bogotá D.C.
Chevrolet Colorado Ls,139000000,https://carro.mercadolibre.com.co/MCO-2315164812-chevrolet-colorado-_JM#position=8&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2022,43800,2024-04-09,2315164812,Suba,Bogotá D.C.
Mitsubishi Montero 3.0 V43 Wagon,58000000,https://carro.mercadolibre.com.co/MCO-2315228790-mitsubishi-montero-v43-wagon-30-_JM#position=9&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2004,147700,2024-04-09,2315228790,Engativa,Bogotá D.C.
Chevrolet Sonic 1.6 Lt 5 P,27400000,https://carro.mercadolibre.com.co/MCO-2315215704-chevrolet-sonic-16-modelo-2013-_JM#position=10&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2013,53000,2024-04-09,2315215704,Bosa,Bogotá D.C.
Nissan Kicks 1.6 Advance Mt,95000000,https://carro.mercadolibre.com.co/MCO-2315189784-nissan-kicks-_JM#position=11&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2023,25000,2024-04-09,2315189784,Tunjuelito,Bogotá D.C.
Chevrolet Trailblazer 2.8 Ltz,85000000,https://carro.mercadolibre.com.co/MCO-2315177502-chevrolet-trail-blazer-_JM#position=12&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2013,62000,2024-04-09,2315177502,Bosa,Bogotá D.C.
Mazda Bt-50 2.5 4x4 Diesel,67000000,https://carro.mercadolibre.com.co/MCO-1411348239-mazda-bt-50-_JM#position=13&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2009,160,2024-04-09,1411348239,Engativa,Bogotá D.C.
Bmw Ix3 M Sport At Electrico,305000000,https://carro.mercadolibre.com.co/MCO-2315266534-bmw-ix3-m-sport-at-electrico-_JM#position=14&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2024,1000,2024-04-09,2315266534,Suba,Bogotá D.C.
Nissan X-trail 1.5 E-power Hybrid,227000000,https://carro.mercadolibre.com.co/MCO-2315279056-nissan-x-trail-e-power-_JM#position=15&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2024,19030,2024-04-09,2315279056,Suba,Bogotá D.C.
Suzuki Grand Vitara 2.0 Sz 4x4,40500000,https://carro.mercadolibre.com.co/MCO-2315278792-zuzuki-grand-vitara-_JM#position=16&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2009,146095,2024-04-09,2315278792,Kennedy,Bogotá D.C.
Mercedes-benz Clase Glc 2.0 250 4matic,155500000,https://carro.mercadolibre.com.co/MCO-2315239940-mercedes-benz-clase-glc-20-250-4matic-_JM#position=17&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2019,34000,2024-04-09,2315239940,Usaquén,Bogotá D.C.
Toyota Prado 3.0 Txl 4x4,165000000,https://carro.mercadolibre.com.co/MCO-2315162940-toyota-prado-_JM#position=18&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2011,113000,2024-04-09,2315162940,Kennedy,Bogotá D.C.
Ford Focus 2.0 Titanium,38000000,https://carro.mercadolibre.com.co/MCO-2315278136-ford-focus-titanium-_JM#position=19&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2014,94000,2024-04-09,2315278136,Suba,Bogotá D.C.
Renault Duster 1.6 Zen,81500000,https://carro.mercadolibre.com.co/MCO-2315238648-renault-duster-16-zen-2023-_JM#position=20&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2023,20000,2024-04-09,2315238648,Kennedy,Bogotá D.C.
Nissan Frontier 2.5 Xe 4x4 Diesel,200000000,https://carro.mercadolibre.com.co/MCO-2315118544-nissan-frontier-25-xe-4x4-2023-_JM#position=21&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2023,26300,2024-04-09,2315118544,Medellín,Antioquia
Renault Duster Oroch 2.0 Intens,75000000,https://carro.mercadolibre.com.co/MCO-2315212478-renault-duster-oroch-20-intens-2021-_JM#position=22&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2021,48500,2024-04-09,2315212478,Medellín,Antioquia
Volvo Xc60 2.5 T5 Awd,85000000,https://carro.mercadolibre.com.co/MCO-2315251012-volvo-xc60-25-t5-awd-_JM#position=23&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2016,41000,2024-04-09,2315251012,Suba,Bogotá D.C.
Ford Ranger 3.2 Xls,122000000,https://carro.mercadolibre.com.co/MCO-2315186048-ford-ranger-32-xls-2020-_JM#position=24&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2020,105550,2024-04-09,2315186048,Kennedy,Bogotá D.C.
Chevrolet Tracker 1.8 Lt,63000000,https://carro.mercadolibre.com.co/MCO-2315250558-chevrolet-tracker-18-lt-2016-_JM#position=25&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2016,108000,2024-04-09,2315250558,Medellín,Antioquia
Toyota Fortuner 2.7l Mid,170000000,https://carro.mercadolibre.com.co/MCO-2315117384-toyota-fortuner-27l-srv-_JM#position=26&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2020,56500,2024-04-09,2315117384,Puente Aranda,Bogotá D.C.
Hyundai Tucson Ix-35 2.0l 4x2,58000000,https://carro.mercadolibre.com.co/MCO-2315173354-hyundai-tucson-ix-35-20-_JM#position=27&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2012,76000,2024-04-09,2315173354,Fontibón,Bogotá D.C.
Mercedes-benz Clase A 1.6 A 200,60000000,https://carro.mercadolibre.com.co/MCO-2315160308-mercedes-benz-clase-a-200-16-_JM#position=28&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2014,76600,2024-04-09,2315160308,Engativa,Bogotá D.C.
Volkswagen T-cross 1.0 Turbo Comfortline,89500000,https://carro.mercadolibre.com.co/MCO-1411256097-volkswagen-t-cross-10-turbo-comfortline-_JM#position=29&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2021,26800,2024-04-09,1411256097,Suba,Bogotá D.C.
Kia Sportage 2.0 Lx,84000000,https://carro.mercadolibre.com.co/MCO-1411333449-kia-new-sportage-20-lx-2017-_JM#position=30&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2017,110462,2024-04-09,1411333449,Envigado,Antioquia
Kia Cerato Pro 1.6  Summa,53900000,https://carro.mercadolibre.com.co/MCO-1411294043-kia-cerato-pro-16-summa-_JM#position=31&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2014,69382,2024-04-09,1411294043,Suba,Bogotá D.C.
Renault Duster Expression,37000000,https://carro.mercadolibre.com.co/MCO-1411242969-renault-duster-_JM#position=32&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2015,152871,2024-04-09,1411242969,Bosa,Bogotá D.C.
Ford Fiesta 1.6 Sportback Se Automática,42000000,https://carro.mercadolibre.com.co/MCO-1411345537-ford-fista-_JM#position=33&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2015,47900,2024-04-09,1411345537,Antonio Nariño,Bogotá D.C.
Hyundai Santa Fe 2.2 Gl Diesel,54000000,https://carro.mercadolibre.com.co/MCO-1411302127-hyundai-santafe-22-gl-2012-_JM#position=34&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2012,157234,2024-04-09,1411302127,Medellín,Antioquia
Mazda Cx-30 2.5 Grand Touring,116000000,https://carro.mercadolibre.com.co/MCO-1411313227-mazda-cx-30-25-grand-touring-2022-_JM#position=35&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2022,42909,2024-04-09,1411313227,Medellín,Antioquia
Mitsubishi Montero 3.0 V43 Wagon,62000000,https://carro.mercadolibre.com.co/MCO-1411234619-mitsubishi-montero-v43-30-2006-_JM#position=36&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2006,142000,2024-04-09,1411234619,Medellín,Antioquia
Kia Cerato 1.6l,59000000,https://carro.mercadolibre.com.co/MCO-1411285647-kia-cerato-pro-16-_JM#position=37&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2017,20000,2024-04-09,1411285647,Usaquén,Bogotá D.C.
Kia K 2500,64500000,https://carro.mercadolibre.com.co/MCO-1411272061-kia-k2500-2016-_JM#position=38&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2016,113000,2024-04-09,1411272061,Medellín,Antioquia
Chevrolet Luv 2.3 Dlx Tfr,26500000,https://carro.mercadolibre.com.co/MCO-1411259083-chevrolet-luv-_JM#position=39&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,1997,149584,2024-04-09,1411259083,Bosa,Bogotá D.C.
Renault Symbol Authentique,12500000,https://carro.mercadolibre.com.co/MCO-1411323615-renault-simbol-authentique-2007-_JM#position=40&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2007,192817,2024-04-09,1411323615,Chapinero,Bogotá D.C.
Ford Fiesta 1.6 Titanium At,55000000,https://carro.mercadolibre.com.co/MCO-1411284593-ford-fiesta-16-titanium-at-2019-_JM#position=41&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2019,69500,2024-04-09,1411284593,Envigado,Antioquia
Fiat Mobi 1.0 Easy,39000000,https://carro.mercadolibre.com.co/MCO-1411245515-fiat-mobi-_JM#position=42&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2020,17000,2024-04-09,1411245515,Suba,Bogotá D.C.
Nissan Frontier Np 300 4x4 2.5 Td,135000000,https://carro.mercadolibre.com.co/MCO-1411271231-nissan-frontier-np-300-estacas-_JM#position=43&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2019,125000,2024-04-09,1411271231,Suba,Bogotá D.C.
Chevrolet Sail 1.4 Ls,27000000,https://carro.mercadolibre.com.co/MCO-1411297049-chevrolet-sail-ls-mt-14-_JM#position=44&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2016,98500,2024-04-09,1411297049,Usaquén,Bogotá D.C.
Mazda Cx-5 Grand Touring,148000000,https://carro.mercadolibre.com.co/MCO-2314704390-mazda-cx5-gran-touring-_JM#position=45&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2023,10500,2024-04-09,2314704390,Suba,Bogotá D.C.
Toyota Corolla Cross 1.8 Seg Hybrid,141000000,https://carro.mercadolibre.com.co/MCO-2314704382-toyota-corolla-cross-se-g-hybrid-_JM#position=46&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2023,10800,2024-04-09,2314704382,Usaquén,Bogotá D.C.
Nissan Frontier Frontera D22 Np300 Estacas,69000000,https://carro.mercadolibre.com.co/MCO-2314691334-nissan-frontier-d22-np300-estacas-_JM#position=47&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2014,185000,2024-04-09,2314691334,Suba,Bogotá D.C.
Chevrolet Optra Limited 1800,18500000,https://carro.mercadolibre.com.co/MCO-1411218715-chevrolet-optra-limited-1800-_JM#position=48&search_layout=grid&type=item&tracking_id=25257b79-b69c-4cf5-94fb-b465d99b0b2d,2006,141500,2024-04-09,1411218715,Usaquén,Bogotá D.C.
Renault Stepway 1.6 Dynamique / Intens Mecánica,45000000,https://carro.mercadolibre.com.co/MCO-1415298145-renault-stepway-dynamique-_JM#position=1&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2017,94800,2024-04-21,1415298145,Engativa,Bogotá D.C.
Mazda Cx-5 2.0 Touring,76000000,https://carro.mercadolibre.com.co/MCO-1415297225-mazda-cx5-touring-20-_JM#position=2&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2016,84000,2024-04-21,1415297225,Teusaquillo,Bogotá D.C.
Ford Fiesta 1.6 Sportback Mecánica,30900000,https://carro.mercadolibre.com.co/MCO-1415284401-ford-fiesta-se-16-_JM#position=3&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2013,88600,2024-04-21,1415284401,Teusaquillo,Bogotá D.C.
Nissan Qashqai 2.0 Advance 142 Hp,125000000,https://carro.mercadolibre.com.co/MCO-1415232199-nissan-qashqai-advance-20-_JM#position=4&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2022,22700,2024-04-21,1415232199,Suba,Bogotá D.C.
Renault Duster Iconic 1.3 Turbo 4x4,98000000,https://carro.mercadolibre.com.co/MCO-1415231981-renault-duster-iconic-13-turbo-4x4-_JM#position=5&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2024,1483,2024-04-21,1415231981,Usaquén,Bogotá D.C.
Kia Picanto 1.2 Vibrant,45000000,https://carro.mercadolibre.com.co/MCO-1415308973-kia-picanto-12-vibrant-modelo-2020-_JM#position=6&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2020,37000,2024-04-21,1415308973,Bosa,Bogotá D.C.
Volvo Xc60 2.0 T5 Fwd,68000000,https://carro.mercadolibre.com.co/MCO-1415205545-volvo-xc60-20-t5-fwd-_JM#position=7&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2013,87019,2024-04-21,1415205545,Santa Fe,Bogotá D.C.
Audi Q5 3.2 Fsi S-tronic Quattro,70000000,https://carro.mercadolibre.com.co/MCO-1415282589-audi-q5-32-fsi-s-tronic-quattro-2012-_JM#position=8&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2012,90442,2024-04-21,1415282589,Medellín,Antioquia
Suzuki Grand Vitara 2.4 Sz Glx Sport 4x2,67000000,https://carro.mercadolibre.com.co/MCO-1415217215-suzuki-grand-vitara-_JM#position=9&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2019,40000,2024-04-21,1415217215,Suba,Bogotá D.C.
Mazda Cx-5 2.0 Touring,135000000,https://carro.mercadolibre.com.co/MCO-1415255557-mazda-cx5-touring-20-_JM#position=10&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2023,10000,2024-04-21,1415255557,Suba,Bogotá D.C.
Dodge Journey 2.4,27000000,https://carro.mercadolibre.com.co/MCO-1415229755-dodge-journey-24-_JM#position=11&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2009,160000,2024-04-21,1415229755,Usaquén,Bogotá D.C.
Renault Logan 1.6 Privilege,37700000,https://carro.mercadolibre.com.co/MCO-1415306757-renault-logan-16-privilege-2016-_JM#position=12&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2016,82707,2024-04-21,1415306757,Medellín,Antioquia
Chevrolet Tracker 1.8 Ls,45000000,https://carro.mercadolibre.com.co/MCO-1415293909-chevrolet-tracker-ls-18-_JM#position=13&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2016,59059,2024-04-21,1415293909,Suba,Bogotá D.C.
Chevrolet Optra 1.4 L,18900000,https://carro.mercadolibre.com.co/MCO-1415229435-chevrolet-optra-_JM#position=14&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2006,190759,2024-04-21,1415229435,Kennedy,Bogotá D.C.
Volkswagen Gol 1.6 Power,26700000,https://carro.mercadolibre.com.co/MCO-1415203495-volkswagen-gol-power-mt-16-_JM#position=15&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2011,96700,2024-04-21,1415203495,Engativa,Bogotá D.C.
Mazda Cx-30 2.0 Touring,93000000,https://carro.mercadolibre.com.co/MCO-1415241555-mazda-cx-30-_JM#position=16&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2022,46000,2024-04-21,1415241555,Engativa,Bogotá D.C.
Volkswagen Gol 1.6 Trendline,41000000,https://carro.mercadolibre.com.co/MCO-1415202791-volkswagen-gol-trendline-mt-16-_JM#position=17&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2019,28500,2024-04-21,1415202791,Suba,Bogotá D.C.
Renault Logan 1.6 Expression,22500000,https://carro.mercadolibre.com.co/MCO-1415202537-renault-logan-16-expression-2010-_JM#position=18&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2010,133800,2024-04-21,1415202537,Medellín,Antioquia
Nissan X-trail 2.5 Exclusive,92000000,https://carro.mercadolibre.com.co/MCO-1415228245-nissan-x-trail-exclusive-25-_JM#position=19&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2018,74200,2024-04-21,1415228245,Usaquén,Bogotá D.C.
Kia Niro 1.6 Zenith,105000000,https://carro.mercadolibre.com.co/MCO-1415189353-kia-niro-16-zenith-hibrido-2022-_JM#position=20&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2022,30431,2024-04-21,1415189353,Kennedy,Bogotá D.C.
Dodge Durango 3.6 Limited,80000000,https://carro.mercadolibre.com.co/MCO-1415240417-dodge-durango-36-_JM#position=21&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2014,60500,2024-04-21,1415240417,Suba,Bogotá D.C.
Mercedes-benz Clase Gle 2.2,165000000,https://carro.mercadolibre.com.co/MCO-1415188035-mercedes-benz-gle-250-d-4matic-22-_JM#position=22&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2018,79500,2024-04-21,1415188035,Chapinero,Bogotá D.C.
Hyundai Hb20x 1.6 Gravity,68500000,https://carro.mercadolibre.com.co/MCO-1415200949-hyundai-hb20x-16-gravity-_JM#position=23&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2023,13500,2024-04-21,1415200949,Rafael Uribe Uribe,Bogotá D.C.
Bmw X5 3.0 Xdrive45e,325000000,https://carro.mercadolibre.com.co/MCO-1415213553-bmw-x5-xdrive45e-30-_JM#position=24&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2022,30000,2024-04-21,1415213553,Suba,Bogotá D.C.
Volvo Xc90 2.0 T6 Awd R-design,159900000,https://carro.mercadolibre.com.co/MCO-1415290263-volvo-xc90-t6-awd-r-design-polestar-20-_JM#position=25&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2018,32000,2024-04-21,1415290263,Chapinero,Bogotá D.C.
Mazda Cx-5 2.5 Grand Touring Lx,112000000,https://carro.mercadolibre.com.co/MCO-1415238553-mazda-cx-5-25-grand-touring-lx-2018-_JM#position=26&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2018,80516,2024-04-21,1415238553,Medellín,Antioquia
Audi Q3 Sline,118000000,https://carro.mercadolibre.com.co/MCO-1415199945-audi-q3-sline-2018-_JM#position=27&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2018,24000,2024-04-21,1415199945,Usaquén,Bogotá D.C.
Renault Sandero Rs,46000000,https://carro.mercadolibre.com.co/MCO-1415302583-renault-sandero-rs-2017-_JM#position=28&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2017,48827,2024-04-21,1415302583,Usaquén,Bogotá D.C.
Mazda 3 Touring,60900000,https://carro.mercadolibre.com.co/MCO-1415277115-mazda-3-touring-2016-_JM#position=29&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2016,52566,2024-04-21,1415277115,Usaquén,Bogotá D.C.
Mercedes-benz Amg 2.0 A45 Amg 4matic,125000000,https://carro.mercadolibre.com.co/MCO-1415211885-mercedes-benz-amg-20-a45-amg-4matic-_JM#position=30&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2017,44217,2024-04-21,1415211885,Teusaquillo,Bogotá D.C.
Kia Picanto 1.25 Ex,36500000,https://carro.mercadolibre.com.co/MCO-1415302019-kia-picanto-125-ex-2017-_JM#position=31&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2017,75000,2024-04-21,1415302019,Medellín,Antioquia
Mercedes-benz Clase Cla Amg Line,146000000,https://carro.mercadolibre.com.co/MCO-1415276571-mercedez-benz-cla-180-amg-line-_JM#position=32&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2022,33000,2024-04-21,1415276571,Usaquén,Bogotá D.C.
Ds Ds7 Performance Line,130000000,https://carro.mercadolibre.com.co/MCO-1415288843-ds-ds7-crossback-performance-line-2022-_JM#position=33&search_layout=grid&type=item&tracking_id=e9954a14-4aab-42a7-8919-04d857da5dd1,2022,14700,2024-04-21,1415288843,Suba,Bogotá D.C.
