product,price,link,years,kilometraje,_created,id,location_city,location_state
Chevrolet Tracker 1.8,40000000,https://carro.mercadolibre.com.co/MCO-2179891656-chevrolet-tracjer-18-_JM#position=1&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2015,87300,2024-02-24 13:24:53,2179891656,Engativa,Bogotá D.C.
Nissan Kicks 1.6 Sense,76000000,https://carro.mercadolibre.com.co/MCO-1386577509-nissan-kicks-_JM#position=2&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2018,32000,2024-02-24 13:24:53,1386577509,Teusaquillo,Bogotá D.C.
Mercedes-benz Clase Gle 3.0 350 D 4matic Diesel 4x4,182900000,https://carro.mercadolibre.com.co/MCO-1386554333-mercedes-benz-gle-350-d-4matic-2016-_JM#position=3&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2016,72300,2024-02-24 13:24:53,1386554333,Medellín,Antioquia
Volvo S60 1.6 T4 Kinetic,59000000,https://carro.mercadolibre.com.co/MCO-2182304824-volvo-s60-16-t4-kinetic-_JM#position=4&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2014,69943,2024-02-24 13:24:53,2182304824,Suba,Bogotá D.C.
Mazda 2 1.5 Touring,49500000,https://carro.mercadolibre.com.co/MCO-2184898468-mazda-2-15-touring-2017-_JM#position=5&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2017,69000,2024-02-24 13:24:53,2184898468,Medellín,Antioquia
Chevrolet N300 1.2 Move Plus,38000000,https://carro.mercadolibre.com.co/MCO-2182347078-chevrolet-n300-_JM#position=6&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2016,106000,2024-02-24 13:24:53,2182347078,Puente Aranda,Bogotá D.C.
Suzuki Vitara 1.6 2wd At,85500000,https://carro.mercadolibre.com.co/MCO-2182368328-suzuki-vitara-16-2wd-at-2023-_JM#position=7&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2023,24886,2024-02-24 13:24:53,2182368328,Envigado,Antioquia
Audi Q3 1.4  Tfsi St Ambition,80000000,https://carro.mercadolibre.com.co/MCO-1385917761-audi-q3-tfsi-st-ambition-_JM#position=8&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2017,45500,2024-02-24 13:24:53,1385917761,Usaquén,Bogotá D.C.
Mazda Cx-5 2.5 Grand Touring Camioneta,135000000,https://carro.mercadolibre.com.co/MCO-2182743022-mazda-cx-5-_JM#position=9&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2022,34000,2024-02-24 13:24:53,2182743022,Suba,Bogotá D.C.
Nissan Murano Exclusive 2016,90500000,https://carro.mercadolibre.com.co/MCO-1386547213-nissan-murano-exclusive-2016-_JM#position=10&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2016,74505,2024-02-24 13:24:53,1386547213,Kennedy,Bogotá D.C.
Volkswagen Jetta 2.5 Highline,55000000,https://carro.mercadolibre.com.co/MCO-2179922860-wolkswagen-jetta-highline-_JM#position=11&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2016,94000,2024-02-24 13:24:53,2179922860,Teusaquillo,Bogotá D.C.
Subaru Evoltis 2.4t Limited,172000000,https://carro.mercadolibre.com.co/MCO-1387818089-subaru-evoltis-24-limited-_JM#position=12&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2021,20551,2024-02-24 13:24:53,1387818089,Usaquén,Bogotá D.C.
Ford F-150 6.2 Svt Raptor,119900000,https://carro.mercadolibre.com.co/MCO-2179925800-ford-f150-svt-raptor-at-6210-4x4-_JM#position=13&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2013,78000,2024-02-24 13:24:53,2179925800,Usaquén,Bogotá D.C.
Chevrolet Captiva 3.0 Sport 4x2,30500000,https://carro.mercadolibre.com.co/MCO-2177542208-chevrolet-captiva-sport-at-30-4x2-_JM#position=14&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2012,96000,2024-02-24 13:24:53,2177542208,Rafael Uribe Uribe,Bogotá D.C.
Toyota Prado 2.7 Tx Sumo,133000000,https://carro.mercadolibre.com.co/MCO-1386607151-toyota-prado-_JM#position=15&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2013,113000,2024-02-24 13:24:53,1386607151,Suba,Bogotá D.C.
Toyota 4runner 4.0 Sr5 Fl,226000000,https://carro.mercadolibre.com.co/MCO-1386594245-toyota-4runner-_JM#position=16&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2022,20800,2024-02-24 13:24:53,1386594245,Suba,Bogotá D.C.
Ford Fiesta 1.6 Sportback Se Mecanico,38000000,https://carro.mercadolibre.com.co/MCO-2177929548-ford-fiesta-16-sportback-se-2017-_JM#position=17&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2017,67000,2024-02-24 13:24:53,2177929548,Bello,Antioquia
Dodge Journey 2.4 Se/express,39900000,https://carro.mercadolibre.com.co/MCO-2177482322-dodge-journey-24-seexpress-2010-_JM#position=18&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2010,178606,2024-02-24 13:24:53,2177482322,Usaquén,Bogotá D.C.
Dodge Coronet 2.5,40000000,https://carro.mercadolibre.com.co/MCO-1385495067-dodge-coronet-25-_JM#position=19&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,1980,61030,2024-02-24 13:24:53,1385495067,Suba,Bogotá D.C.
Volvo S60 2.0 T5,53000000,https://carro.mercadolibre.com.co/MCO-2180014854-volvo-s60-t5-_JM#position=20&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2013,57000,2024-02-24 13:24:53,2180014854,Suba,Bogotá D.C.
Ford Escape 2.0 Se Turbo 4x2 2015,60000000,https://carro.mercadolibre.com.co/MCO-1388838819-ford-escape-20-se-turbo-4x2-2015-_JM#position=21&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2015,110000,2024-02-24 13:24:53,1388838819,Usaquén,Bogotá D.C.
Renault Duster 1.3,70000000,https://carro.mercadolibre.com.co/MCO-2181946844-renault-duster-intens-13-_JM#position=22&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2022,85100,2024-02-24 13:24:53,2181946844,Fontibón,Bogotá D.C.
Kia Cerato Pro 1.6,60000000,https://carro.mercadolibre.com.co/MCO-2202357280-kia-cerato-pro-zenith-tp-16-_JM#position=23&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2018,77000,2024-02-24 13:24:53,2202357280,Fontibón,Bogotá D.C.
Bmw X5 2.0 Xdrive40e,167000000,https://carro.mercadolibre.com.co/MCO-2187697652-bmw-x5-20-xdrive-40e-2017-_JM#position=24&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2017,79000,2024-02-24 13:24:53,2187697652,Medellín,Antioquia
Chevrolet Aveo Emotion 1.6l,25000000,https://carro.mercadolibre.com.co/MCO-1385207613-chevrolet-aveo-16-emotion-_JM#position=25&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2007,125439,2024-02-24 13:24:53,1385207613,Suba,Bogotá D.C.
Ds Ds7 1.6 Audace,130000000,https://carro.mercadolibre.com.co/MCO-2175010840-ds-ds7-crossback-_JM#position=26&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2022,47300,2024-02-24 13:24:53,2175010840,Tunja,Boyaca
Chevrolet Luv 1.6 Std Tfr,32900000,https://carro.mercadolibre.com.co/MCO-1387067211-chevrolet-luv-estacas-1997-_JM#position=27&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,1997,124000,2024-02-24 13:24:53,1387067211,Soacha,Cundinamarca
Ford F-150 3.5 Svt Raptor Blindaje 2 Plus,249000000,https://carro.mercadolibre.com.co/MCO-1385207153-ford-f-150-35-svt-raptor-2017-_JM#position=28&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2017,71450,2024-02-24 13:24:53,1385207153,Medellín,Antioquia
Toyota Hilux 2.5 Imv Mt,85000000,https://carro.mercadolibre.com.co/MCO-2176991710-toyota-hilux-25-imv-mt-2013-_JM#position=29&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2013,1,2024-02-24 13:24:53,2176991710,Medellín,Antioquia
Ford Mustang 5.0 Gt Premium,155000000,https://carro.mercadolibre.com.co/MCO-1388171763-ford-mustang-50-gt-premium-2017-_JM#position=30&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2017,50659,2024-02-24 13:24:53,1388171763,Medellín,Antioquia
Peugeot 3008 1.6 Gt Line,130000000,https://carro.mercadolibre.com.co/MCO-2200803884-peugeot-3008-gtline-_JM#position=31&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2021,45000,2024-02-24 13:24:53,2200803884,Chapinero,Bogotá D.C.
Bmw Serie 3 2.0 Luxury Turbo,72000000,https://carro.mercadolibre.com.co/MCO-1391823421-bmw-328-i-2012-_JM#position=32&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2012,87875,2024-02-24 13:24:53,1391823421,Usaquén,Bogotá D.C.
Mercedes-benz Clase E 1.8 Cgi Avantgarden,75000000,https://carro.mercadolibre.com.co/MCO-2176964510-mercedes-benz-e-250-cgi-avantgarden-2011-_JM#position=33&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2011,51800,2024-02-24 13:24:53,2176964510,Usaquén,Bogotá D.C.
Bmw X1 1.5 F48 Sdrive 18i,103000000,https://carro.mercadolibre.com.co/MCO-1385220123-bmw-x1-15-s-drive-2018-_JM#position=34&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2018,19900,2024-02-24 13:24:53,1385220123,Suba,Bogotá D.C.
Peugeot 206 1.4 Urban,27000000,https://carro.mercadolibre.com.co/MCO-1385646633-peugeot-206-urban-2013-_JM#position=35&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2013,120133,2024-02-24 13:24:53,1385646633,Kennedy,Bogotá D.C.
Bmw Serie 1 1.6 118i F20 Standard M,72500000,https://carro.mercadolibre.com.co/MCO-1391861887-bmw-118-i-2015-_JM#position=36&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2015,62271,2024-02-24 13:24:53,1391861887,Usaquén,Bogotá D.C.
Volvo S60 2.0 T5,56000000,https://carro.mercadolibre.com.co/MCO-2194380318-volvo-s60-_JM#position=37&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2013,52500,2024-02-24 13:24:53,2194380318,Puente Aranda,Bogotá D.C.
Chevrolet Onix Ltz 5 P,53000000,https://carro.mercadolibre.com.co/MCO-2173434718-chevrolet-onix-ltz-mt-14-_JM#position=38&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2020,19800,2024-02-24 13:24:53,2173434718,Fontibón,Bogotá D.C.
Renault Symbol 1.6 Luxe,26000000,https://carro.mercadolibre.com.co/MCO-1394181239-renault-symbol-luxe-mt-16-_JM#position=39&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2012,126000,2024-02-24 13:24:53,1394181239,Engativa,Bogotá D.C.
Nissan X-trail 2.5 Exclusive Psj7,105000000,https://carro.mercadolibre.com.co/MCO-2184967898-nissan-x-trail-25-exclusive-psj7-_JM#position=40&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2019,79000,2024-02-24 13:24:53,2184967898,Usaquén,Bogotá D.C.
Volkswagen Tiguan Allspace Trendline 1.4 Tsi 2wd,83000000,https://carro.mercadolibre.com.co/MCO-1390040473-volkswagen-tiguan-2018-_JM#position=41&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2018,45500,2024-02-24 13:24:53,1390040473,Usaquén,Bogotá D.C.
Ford Bronco 2.0 Wildtrak,137000000,https://carro.mercadolibre.com.co/MCO-1392843267-ford-bronco-sport-20-wildtrak-4x4-_JM#position=42&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2021,18700,2024-02-24 13:24:53,1392843267,Suba,Bogotá D.C.
Dodge Journey 2.4 Se Fl,41800000,https://carro.mercadolibre.com.co/MCO-2174906484-dodge-journey-24-se-_JM#position=43&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2013,111717,2024-02-24 13:24:53,2174906484,Suba,Bogotá D.C.
Audi A3 1.2 Attraction 3 P,65000000,https://carro.mercadolibre.com.co/MCO-2174606582-audi-a3-8v-coupe-12-attraction-2014-_JM#position=44&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2014,65732,2024-02-24 13:24:53,2174606582,Suba,Bogotá D.C.
Jeep Wrangler 3.6 Wrangler Sport,95000000,https://carro.mercadolibre.com.co/MCO-1386945409-jeep-wrangler-sport-2012-_JM#position=45&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2012,92000,2024-02-24 13:24:53,1386945409,Suba,Bogotá D.C.
Renault Scala 1.6l,24000000,https://carro.mercadolibre.com.co/MCO-2219305680-renault-scala-_JM#position=46&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2012,138000,2024-02-24 13:24:53,2219305680,Suba,Bogotá D.C.
Bmw Serie 1 1.6 116i F20 Urban Line,45000000,https://carro.mercadolibre.com.co/MCO-1385982093-bmw-116i-_JM#position=47&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2012,106000,2024-02-24 13:24:53,1385982093,Martires,Bogotá D.C.
Mazda Cx-30 2.5 Grand Touring Lx Awd 2023,123000000,https://carro.mercadolibre.com.co/MCO-2174837792-mazda-cx-30-25-grand-touring-lx-awd-2023-_JM#position=48&search_layout=grid&type=item&tracking_id=ea431032-5394-40bd-9725-96633ab2d241,2023,22500,2024-02-24 13:24:53,2174837792,Suba,Bogotá D.C.
Audi Q3 1.4 Tfsi Ambition,84000000,https://carro.mercadolibre.com.co/MCO-2219303628-audi-q3-fl-14-tfsi-ambition-tp-14t-_JM#position=1&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2017,57000,2024-02-24 13:24:53,2219303628,Fontibón,Bogotá D.C.
Volkswagen Jetta 1.4 Tsi Highline,77000000,https://carro.mercadolibre.com.co/MCO-1391005591-volkswagen-jetta-highline-_JM#position=2&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2019,28650,2024-02-24 13:24:53,1391005591,Suba,Bogotá D.C.
Audi A3 1.8t Hb Mecánico,25000000,https://carro.mercadolibre.com.co/MCO-2176912232-udi-a3-18-t-hb-_JM#position=3&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2002,135613,2024-02-24 13:24:53,2176912232,Chapinero,Bogotá D.C.
Renault Duster 2.0 Mt,56000000,https://carro.mercadolibre.com.co/MCO-2219574524-renault-duster-_JM#position=4&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2019,78500,2024-02-24 13:24:53,2219574524,Suba,Bogotá D.C.
Mazda Bt-50 3.2 Professional,155000000,https://carro.mercadolibre.com.co/MCO-1386755965-mazda-bt50-32-professional-2018-_JM#position=5&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2018,118411,2024-02-24 13:24:53,1386755965,Sabaneta,Antioquia
Ford Fiesta 1.6 Hatchback Se,40000000,https://carro.mercadolibre.com.co/MCO-1393627833-ford-fiesta-se-_JM#position=6&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2014,63500,2024-02-24 13:24:53,1393627833,Suba,Bogotá D.C.
Mercedes-benz Clase E 230 Mt,18000000,https://carro.mercadolibre.com.co/MCO-1394065571-mercedes-benz-clase-e-230-_JM#position=7&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,1985,265000,2024-02-24 13:24:53,1394065571,Suba,Bogotá D.C.
Nissan Patrol 4.0 Mt,20000000,https://carro.mercadolibre.com.co/MCO-1394054763-nissan-patrol-_JM#position=8&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,1982,365000,2024-02-24 13:24:53,1394054763,Suba,Bogotá D.C.
Kia Carnival 2.9 Ex 2008,49000000,https://carro.mercadolibre.com.co/MCO-2175010692-kia-carnival-sedona-29-ex-2008-_JM#position=9&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2008,202000,2024-02-24 13:24:53,2175010692,Usaquén,Bogotá D.C.
Renault Koleos 2.5 Dynamique 2014,52999000,https://carro.mercadolibre.com.co/MCO-1394614997-renault-koleos-25-dynamique-2014-_JM#position=10&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2014,77193,2024-02-24 13:24:53,1394614997,Chapinero,Bogotá D.C.
Ford Fiesta 1.5 Hatch Back Titanium 2014,45000000,https://carro.mercadolibre.com.co/MCO-2174764856-ford-fiesta-15-hatch-back-titanium-2014-_JM#position=11&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2014,64750,2024-02-24 13:24:53,2174764856,Engativa,Bogotá D.C.
Peugeot 2008 1.2 Gt Line 2022,119000000,https://carro.mercadolibre.com.co/MCO-1394977895-peugeot-2008-12-gt-line-2022-_JM#position=12&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2022,8100,2024-02-24 13:24:53,1394977895,Usaquén,Bogotá D.C.
Kia Seltos 1.6l Emotion At,110000000,https://carro.mercadolibre.com.co/MCO-1388832909-kia-seltos-_JM#position=13&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2023,10000,2024-02-24 13:24:53,1388832909,Suba,Bogotá D.C.
Bmw X3 2.0 G01 Xdrive20d,150000000,https://carro.mercadolibre.com.co/MCO-1385701721-bmw-x3-xdrive20d-_JM#position=14&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2018,60000,2024-02-24 13:24:53,1385701721,Suba,Bogotá D.C.
Mazda 3 2.0 Touring,69800000,https://carro.mercadolibre.com.co/MCO-2215544058-mazda-3-touring-tp-20-_JM#position=15&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2019,55000,2024-02-24 13:24:53,2215544058,Teusaquillo,Bogotá D.C.
Honda Hr-v 1.8 X-tyle,75000000,https://carro.mercadolibre.com.co/MCO-2177844552-honda-hrv-x-tyle-tp-18-_JM#position=16&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2018,106000,2024-02-24 13:24:53,2177844552,Fusagasugá,Cundinamarca
Bmw Serie 1 1.6 120i F20 Lci M Edition,72000000,https://carro.mercadolibre.com.co/MCO-2215425856-bmw-120-i-_JM#position=17&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2016,100000,2024-02-24 13:24:53,2215425856,Fontibón,Bogotá D.C.
Mazda Cx-30 2.5 Grand Touring Lx,122000000,https://carro.mercadolibre.com.co/MCO-1384779983-mazda-cx-30-25-grand-touring-lx-4x4-_JM#position=18&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2023,12200,2024-02-24 13:24:53,1384779983,Engativa,Bogotá D.C.
Mazda Cx-5 2.0 Touring,125000000,https://carro.mercadolibre.com.co/MCO-2215227148-mazda-cx-5-touring-_JM#position=19&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2024,4500,2024-02-24 13:24:53,2215227148,Usaquén,Bogotá D.C.
Ford Escape St-line,100000000,https://carro.mercadolibre.com.co/MCO-2219610674-ford-escape-st-line-2020-_JM#position=20&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2020,26827,2024-02-24 13:24:53,2219610674,Kennedy,Bogotá D.C.
Ford Explorer 3.5 Limited,77000000,https://carro.mercadolibre.com.co/MCO-2219019698-ford-explorer-35-limited-2013-_JM#position=21&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2013,78189,2024-02-24 13:24:53,2219019698,Usaquén,Bogotá D.C.
Kia Rio 1.4 Vibrant At,71000000,https://carro.mercadolibre.com.co/MCO-2172940360-kia-rio-14-vibrant-2023-_JM#position=22&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2023,14100,2024-02-24 13:24:53,2172940360,Medellín,Antioquia
Mazda 2 1.5 Grand Touring,54000000,https://carro.mercadolibre.com.co/MCO-1387811103-mazda-2-2016-_JM#position=23&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2016,100000,2024-02-24 13:24:53,1387811103,Chapinero,Bogotá D.C.
Volvo V40 1.6 T4 Kinetic,63000000,https://carro.mercadolibre.com.co/MCO-1394092019-volvo-v40-t4-kinetic-_JM#position=24&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2014,71500,2024-02-24 13:24:53,1394092019,Suba,Bogotá D.C.
Mazda Cx-30 2.0 Grand Touring At,112000000,https://carro.mercadolibre.com.co/MCO-1393690047-mazda-cx-30-grand-touring-_JM#position=25&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2023,11160,2024-02-24 13:24:53,1393690047,Fontibón,Bogotá D.C.
Mini Cooper 1.5 F55 Salt,64500000,https://carro.mercadolibre.com.co/MCO-1384729075-mini-cooper-15-f55-salt-2018-_JM#position=26&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2018,92000,2024-02-24 13:24:53,1384729075,Itaguí,Antioquia
Seat Arona 1.6 Fr,74000000,https://carro.mercadolibre.com.co/MCO-1388109915-seat-arona-16-fr-2022-_JM#position=27&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2022,47800,2024-02-24 13:24:53,1388109915,Usaquén,Bogotá D.C.
Ford Fusion 2.0 Titanium Plus,92000000,https://carro.mercadolibre.com.co/MCO-2200333550-ford-fusion-titanium-plus-2019-_JM#position=28&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2019,22500,2024-02-24 13:24:53,2200333550,Suba,Bogotá D.C.
Mazda Cx-30 2.0 Touring,95900000,https://carro.mercadolibre.com.co/MCO-2219630354-mazda-cx-30-touring-20-_JM#position=29&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2022,19500,2024-02-24 13:24:53,2219630354,Medellín,Antioquia
Bmw X1 2.0 E84 Sdrive 20i Sport,78000000,https://carro.mercadolibre.com.co/MCO-2182342268-bmw-x1-sdrive20i-2015-_JM#position=30&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2015,64000,2024-02-24 13:24:53,2182342268,Usaquén,Bogotá D.C.
Renault Koleos 2.5 Expression,34900000,https://carro.mercadolibre.com.co/MCO-1393542019-renault-koleos-25-expression-2011-_JM#position=31&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2011,155000,2024-02-24 13:24:53,1393542019,Usaquén,Bogotá D.C.
Daewoo Cielo Bx,14500000,https://carro.mercadolibre.com.co/MCO-1392860159-daewo-cielo-bx-1998-_JM#position=32&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,1998,262000,2024-02-24 13:24:53,1392860159,Kennedy,Bogotá D.C.
Toyota Hilux 2.7 Imv 4x2,59900000,https://carro.mercadolibre.com.co/MCO-2217265322-toyota-hilux-_JM#position=33&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2007,145000,2024-02-24 13:24:53,2217265322,Antonio Nariño,Bogotá D.C.
Nissan X-trail 2.5 S Basica,42000000,https://carro.mercadolibre.com.co/MCO-2212933022-nissan-x-trail-25-s-basica-2012-_JM#position=34&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2012,165000,2024-02-24 13:24:53,2212933022,Usaquén,Bogotá D.C.
Nissan Np300 Frontier 2.5 S,108000000,https://carro.mercadolibre.com.co/MCO-1394641019-nissan-np300-frontier-2020-_JM#position=35&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2020,82000,2024-02-24 13:24:53,1394641019,Suba,Bogotá D.C.
Nissan Versa 1.6 Drive,49000000,https://carro.mercadolibre.com.co/MCO-2211781234-nissan-versa-drive-mt-16-_JM#position=36&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2020,28800,2024-02-24 13:24:53,2211781234,Puente Aranda,Bogotá D.C.
Suzuki Grand Vitara 2.4 Sz Glx Sport 4x2,80000000,https://carro.mercadolibre.com.co/MCO-1386963887-suzuki-grand-vitara-_JM#position=37&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2017,110534,2024-02-24 13:24:53,1386963887,Teusaquillo,Bogotá D.C.
Chevrolet Aveo Emotion,28000000,https://carro.mercadolibre.com.co/MCO-2219642908-chevrolet-aveo-emotion-2012-_JM#position=38&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2012,120050,2024-02-24 13:24:53,2219642908,Kennedy,Bogotá D.C.
Nissan Qashqai 2.0 Sense,70000000,https://carro.mercadolibre.com.co/MCO-2215430764-nissan-qashqai-20-sense-4x2-2016-_JM#position=39&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2016,75800,2024-02-24 13:24:53,2215430764,Medellín,Antioquia
Mazda 3 1.6,26000000,https://carro.mercadolibre.com.co/MCO-1388793075-mazda-3-16-_JM#position=40&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2007,108000,2024-02-24 13:24:53,1388793075,Medellín,Antioquia
Suzuki Grand Vitara 2.4 At 4x4,64000000,https://carro.mercadolibre.com.co/MCO-2211892226-suzuki-grand-vitara-_JM#position=41&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2015,104000,2024-02-24 13:24:53,2211892226,Usaquén,Bogotá D.C.
Chevrolet Aveo 1.6 Sd,25000000,https://carro.mercadolibre.com.co/MCO-1393563775-chevrolet-aveo-sd-16-2011-_JM#position=42&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2011,153000,2024-02-24 13:24:53,1393563775,Usaquén,Bogotá D.C.
Audi A1 1.4 Tfsi Ambition Plus,58900000,https://carro.mercadolibre.com.co/MCO-2215394560-audi-a1-sportback-2015-_JM#position=43&search_layout=grid&type=item&tracking_id=92a46128-cd88-4172-bfd1-15d11bc9349f,2015,32458,2024-02-24 13:24:53,2215394560,Usaquén,Bogotá D.C.
